Date,r50,r85,r87,r97,r140,r148,r140148,r150,r170,r190,r211,r213
1/1/1995,771.01,180.74,219.01,783.91,0.74,46.18,46.92,188.2,514.61,935.33,1151.1,1178.1
1/2/1995,201.27,58.43,63.322,197.27,54.34,84.968,139.308,159.96,260.44,422.28,305.89,316.21
1/3/1995,180.5,58.07,62.323,182.22,146.17,110.03,256.2,277.03,364.68,485.17,279.85,287.6
1/4/1995,164.02,58.12,62.01,165.5,213.42,133.45,346.87,378.64,460.35,571.28,263.13,270.2
1/5/1995,195.67,65.68,79.377,225.09,299.84,155.45,455.29,486.77,577.04,716.18,299.95,305.89
1/6/1995,148.21,62.83,66.474,143.04,422.53,171.95,594.48,621.16,689.34,799.48,246.19,252.69
1/7/1995,130.6,59.93,63.077,129.44,452.23,166.62,618.85,655.45,719.49,811.42,230.01,235.62
1/8/1995,119.05,57.57,60.46,118.67,448.14,159,607.14,643.55,702.6,787.63,216.18,221.36
1/9/1995,109.52,55.04,57.715,109.26,434.95,150.31,585.26,622.94,677.21,755.56,202.66,207.46
1/10/1995,101.36,52.38,54.862,100.94,418.1,141.18,559.28,596.38,646.51,719.14,189.64,194.08
1/11/1995,94.08,49.69,52.001,93.47,399.55,132,531.55,566.99,613.45,682.01,177.37,181.48
1/12/1995,88.33,47.21,49.359,87.94,380.02,123.29,503.31,537.86,581.96,646.2,167.99,171.68
1/13/1995,85.66,45.71,47.769,85.98,360.67,116.16,476.83,510.89,554.49,617.59,164.68,168.31
1/14/1995,83.06,44.44,46.435,83.53,342.91,110.46,453.37,484.49,526.67,588.53,159.62,163.29
1/15/1995,78.14,42.41,44.313,78.29,326.94,105.15,432.09,460.95,500.23,557.85,150.07,153.55
1/16/1995,73.27,40.28,42.053,73.23,311.54,101.28,412.82,442.6,479.14,532.41,140.84,144.09
1/17/1995,71.91,39.48,41.148,71.6,301.96,99.127,401.087,430.62,466.75,517.92,137.77,140.66
1/18/1995,72.42,39.34,41.045,73.07,288.64,96.323,384.963,414.36,450.89,503.74,138.57,141.7
1/19/1995,68.43,37.51,39.158,68.62,276.22,93.235,369.455,397.15,431.39,481.19,130.79,133.8
1/20/1995,64.5,35.58,37.127,64.44,264.83,89.905,354.735,381.62,413.74,460.43,123.2,126.02
1/21/1995,61.19,34.14,35.592,61.02,258.04,87.278,345.318,370.64,401.1,445.1,117.13,119.81
1/22/1995,57.43,32.43,33.808,57.27,250.43,83.763,334.193,357.81,386.58,427.91,110.41,112.89
1/23/1995,54.04,30.61,31.917,53.97,241.43,79.91,321.34,345.51,372.5,411.15,104.22,106.54
1/24/1995,50.97,28.92,30.148,50.95,232.14,76.139,308.279,332.21,357.8,394.54,98.51,100.7
1/25/1995,48.16,27.36,28.517,48.14,222.87,72.502,295.372,319.15,343.33,378.05,93.14,95.21
1/26/1995,45.57,25.92,27.007,45.52,214.25,69.226,283.476,306.4,329.38,362.54,88.15,90.1
1/27/1995,43.26,24.78,25.811,43.11,206.33,66.296,272.626,294.37,316.15,347.6,84.04,85.91
1/28/1995,41.04,23.47,24.449,40.83,197.44,62.998,260.438,280.52,301.16,330.95,79.56,81.32
1/29/1995,39.44,22.32,23.28,39.4,188.68,59.79,248.47,267.52,287.37,315.6,76.37,77.91
1/30/1995,39,21.86,22.759,39.26,180.63,57.105,237.735,258.17,277.95,306,76.35,78.01
1/31/1995,38.14,21.1,22.092,38.65,173.17,54.713,227.883,248.48,267.95,295.28,74.34,75.8
2/1/1995,38.6,20.95,21.87,39.46,166.66,53.067,219.727,241.39,261.98,290.79,76.32,77.9
2/2/1995,38.15,20.55,21.454,39.05,160.93,51.96,212.89,234.24,255.46,285.48,76.73,78.35
2/3/1995,37.43,20.12,20.997,38.23,155.89,51.048,206.938,227.93,249.27,279.54,76.4,78.08
2/4/1995,36.22,19.53,20.377,36.91,151.09,50.055,201.145,221.52,242.39,272.55,74.38,76.07
2/5/1995,34.58,18.8,19.609,35.11,146.87,49.022,195.892,215.24,234.99,263.85,70.93,72.54
2/6/1995,33.12,18.25,19.016,33.42,143.28,48.02,191.3,211.14,229.81,256.91,67.77,69.31
2/7/1995,31.49,17.57,18.305,31.73,138.81,46.501,185.311,205.63,223.42,249.41,64.55,66
2/8/1995,29.98,16.8,17.516,30.21,134.12,44.853,178.973,198.73,215.7,240.67,61.54,62.91
2/9/1995,28.56,16.11,16.786,28.79,129.54,43.231,172.771,192.24,208.35,232.02,58.7,60.01
2/10/1995,27.1,15.35,15.999,27.4,124.6,41.445,166.045,184.48,199.92,222.79,55.88,57.11
2/11/1995,25.78,14.55,15.172,26.15,119.45,39.623,159.073,177,191.62,213.25,53.24,54.41
2/12/1995,24.63,13.87,14.463,25,114.74,37.965,152.705,169.45,183.46,204.28,50.9,52.01
2/13/1995,23.57,13.3,13.857,23.9,110.67,36.538,147.208,164.53,177.75,197.09,48.74,49.81
2/14/1995,22.61,12.8,13.331,22.86,106.7,35.12,141.82,158.97,171.69,190.52,46.66,47.68
2/15/1995,21.79,12.39,12.9,21.91,103.06,33.805,136.865,154.14,166.2,183.89,44.8,45.78
2/16/1995,20.78,11.82,12.315,20.95,99.03,32.357,131.387,149.25,160.79,177.77,42.85,43.77
2/17/1995,20.35,11.32,11.887,20.74,95.18,31.261,126.441,144.02,155.41,171.9,41.57,42.38
2/18/1995,20.73,11.14,11.652,21.35,91.79,30.436,122.226,138.63,150.52,167.85,42.68,43.51
2/19/1995,21.12,11.13,11.61,21.85,88.79,29.886,118.676,134.21,146.35,164.12,43.41,44.37
2/20/1995,21.79,10.91,11.507,22.88,86.23,29.362,115.592,132.2,145.19,162.55,44.44,45.17
2/21/1995,23.81,11.37,11.886,25.41,84.42,29.449,113.869,131.16,145.5,165.93,48.27,49.38
2/22/1995,23.07,11.2,11.738,24.33,83.14,29.529,112.669,129.87,143.59,163.13,46.33,47.4
2/23/1995,22.22,10.8,11.328,23.23,81.98,29.373,111.353,128.28,141.63,160.34,44.53,45.52
2/24/1995,21.39,10.36,10.86,22.25,80.71,29.166,109.876,126.76,140.25,159.13,43.83,44.83
2/25/1995,20.52,9.95,10.429,21.29,79.4,28.911,108.311,124.12,137.12,155.79,42.1,43.06
2/26/1995,19.68,9.5,9.9607,20.41,77.76,28.463,106.223,120.83,133.26,151.17,40.41,41.32
2/27/1995,18.94,9.15,9.5915,19.59,76.2,28.002,104.202,119.98,131.69,148.24,38.84,39.72
2/28/1995,18.16,8.85,9.2646,18.78,74.59,27.481,102.071,118.49,129.8,145.98,37.29,38.13
3/1/1995,17.45,8.55,8.9471,18.04,72.81,26.89,99.7,116.56,127.38,142.86,35.82,36.63
3/2/1995,16.78,8.28,8.6657,17.33,71.03,26.297,97.327,113.9,124.35,139.43,34.46,35.23
3/3/1995,16.12,8.01,8.3787,16.65,69.31,25.696,95.006,110.76,120.77,135.3,33.17,33.91
3/4/1995,15.55,7.83,8.1787,16.06,68.37,25.365,93.735,108.54,118.28,132.45,32.06,32.78
3/5/1995,15.77,8.17,8.4777,15.73,72.42,26.917,99.337,112.33,123.33,137.29,34.25,34.79
3/6/1995,17.63,9.1,9.5555,17.38,74.86,28.301,103.161,119.07,133.19,152.03,43,43.7
3/7/1995,21.32,11.28,11.707,20.47,77.28,30.122,107.402,125.42,141.32,163.55,50.16,51.31
3/8/1995,22.46,12.49,12.9,21.39,77.01,30.738,107.748,126,141.58,164.04,47.26,48.37
3/9/1995,21.64,12.36,12.822,20.42,76.59,31.024,107.614,125.01,139.83,161,44.93,45.95
3/10/1995,22.09,12.21,12.607,20.12,76.37,31.119,107.489,125.56,140.45,160.54,45.58,46.33
3/11/1995,26.32,13.73,14.204,23.58,76.38,31.793,108.173,128.73,147.1,170.54,56.94,57.48
3/12/1995,28.15,14.83,15.283,24.91,76.31,33.978,110.288,130.46,153.21,184.23,77.65,78.89
3/13/1995,32.08,16.5,17.11,28.01,81.6,39.777,121.377,144.86,175.69,214.46,106.68,108.12
3/14/1995,47.29,23.26,24.256,43.25,91.79,48.544,140.334,165.59,202.24,253.28,140.54,143.02
3/15/1995,46.11,24.38,25.269,41.81,98.47,53.811,152.281,177.1,211.39,262.23,137.5,140.68
3/16/1995,43.85,23.55,24.393,39.38,104.01,56.683,160.693,184.75,216.5,263.37,129.23,132.18
3/17/1995,41.26,22.5,23.303,37.04,107.65,57.959,165.609,189.66,219.11,262.67,121.08,123.82
3/18/1995,46.43,24.29,25.215,41.29,116.54,61.151,177.691,200.44,232.4,277.36,129.54,131.91
3/19/1995,47.54,25.99,26.876,42.04,122.55,63.225,185.775,208.81,239.52,284.6,131.42,134.42
3/20/1995,52.67,28.22,29.23,46.46,132.45,66.383,198.833,222.46,256.3,304.43,141.6,144.29
3/21/1995,50.87,28.64,29.602,44.77,138.39,68.281,206.671,231.86,265.92,315.13,138.4,141.57
3/22/1995,48.2,27.44,28.374,42.35,141.25,68.738,209.988,235.6,268.71,316.92,130.19,133.12
3/23/1995,53.31,28.73,29.899,47.97,145.88,69.718,215.598,239.54,270.59,315.58,130.64,133.37
3/24/1995,50.89,28.06,29.083,45.89,147.52,69.264,216.784,240.82,269.98,312.18,124.31,127.1
3/25/1995,65.8,32.98,35.052,60.84,165.62,74.836,240.456,269,303.54,351.12,145.5,147.04
3/26/1995,121.63,56.29,58.665,115.9,201.5,90.044,291.544,332.63,396.94,479.93,266.9,269.7
3/27/1995,146.37,71.02,73.651,133.36,231.17,106.9,338.07,380.38,456.02,558.28,317.32,323.83
3/28/1995,146.99,73.32,76.242,130.63,265.62,125.93,391.55,429.7,500.95,600.23,312.27,319.64
3/29/1995,138.12,70.94,73.68,122.02,305.06,137.26,442.32,478.71,544.9,637.11,292.63,299.43
3/30/1995,129.89,68.3,70.91,115.32,332.31,142.61,474.92,511.57,573.5,660.96,274.2,280.51
3/31/1995,121.69,65.45,67.917,108.67,347.45,144.04,491.49,528.27,586.17,668.85,255.17,261
4/1/1995,112.77,61.9,64.213,103.4,353.27,142.25,495.52,530.37,584.17,662.03,236.48,241.85
4/2/1995,104.79,58.24,60.412,97.19,351.98,138.03,490.01,523.57,573.47,646.13,218.7,223.62
4/3/1995,96.47,53.92,55.942,90.19,344.06,131.43,475.49,510.35,556.47,623.98,200.93,205.43
4/4/1995,90.05,49.87,51.79,84.92,331.74,123.94,455.68,490.06,533.3,596.84,186.19,190.33
4/5/1995,83.77,46.27,48.059,79.33,318.05,116.71,434.76,467.72,507.93,567.4,171.89,175.76
4/6/1995,77.77,43.03,44.688,74.12,303.12,109.36,412.48,444.22,481.62,537.08,158.46,162.02
4/7/1995,80.45,42.59,44.69,78.62,302.12,109.41,411.53,441.05,482.87,538.12,162.57,165.07
4/8/1995,93.74,49.09,51.034,90.02,309.91,117.38,427.29,465.24,518.45,592.07,194.46,198.58
4/9/1995,106.1,55.31,57.745,100.63,323.46,127.15,450.61,489.98,550.16,634.42,213.42,217.75
4/10/1995,108.9,58.1,60.432,101.1,336.72,135.35,472.07,511.2,571.32,655.89,217.5,222.45
4/11/1995,118.25,62.15,65.919,111.82,358.91,143.97,502.88,550.33,611.35,697.7,226.43,230.81
4/12/1995,123.89,67.35,70.568,114.72,385.35,149.93,535.28,585.82,649.85,742.51,237.08,242.29
4/13/1995,135.35,70.48,72.846,130.8,392.36,151.26,543.62,596.01,670.22,770.52,263.6,267.2
4/14/1995,182.07,85.5,88.705,177.58,398.87,159.96,558.83,609.98,696.54,815.32,336.28,342.41
4/15/1995,202.17,93.03,96.965,190.14,427.53,171.91,599.44,645.96,735.18,858.15,364.38,372.64
4/16/1995,194.85,91.14,95.258,181.91,466.34,182.91,649.25,694.69,783.67,909.8,353.62,361.64
4/17/1995,211.98,98.79,102.68,195.81,502.36,189.83,692.19,737.5,819.43,936.76,362.08,370.38
4/18/1995,295.65,123.62,129.92,299.48,566.1,210.43,776.53,834.59,945.09,1087.8,437.91,444.19
4/19/1995,329.5,142.57,149,321.17,653.61,238.16,891.77,950.79,1079.1,1246.4,490.45,501.57
4/20/1995,310.17,140.84,147.24,299.91,736.93,264.78,1001.71,1067.9,1210.5,1408.1,497.98,508.17
4/21/1995,330.45,155.06,161.75,314.76,809.06,283.33,1092.39,1160.5,1295.7,1486.3,538.08,550.03
4/22/1995,310.63,150.14,156.51,295.53,861.32,286.83,1148.15,1214.1,1336.6,1511.1,516.19,528.58
4/23/1995,276.67,137.3,143.17,262.06,878.85,279.93,1158.78,1220.8,1328.8,1485,467.41,478.7
4/24/1995,244.32,124.28,129.58,231.32,864.62,266.81,1131.43,1193.3,1288.9,1428.5,420.52,430.59
4/25/1995,215.87,111.92,116.66,205.1,826.32,249.87,1076.19,1135.6,1220.7,1346.6,378.4,387.35
4/26/1995,191.63,101.06,105.33,182.75,784.26,231.52,1015.78,1071,1146.8,1260.1,340.95,348.94
4/27/1995,170.61,91.76,95.598,163.72,738.67,212.59,951.26,1004.5,1072.3,1174.4,306.93,314.06
4/28/1995,153.09,83.42,86.914,147.67,689.63,194.36,883.99,932.74,994.82,1087.5,277.16,283.52
4/29/1995,148.31,80.14,83.596,144.12,649.74,181.6,831.34,877.1,937.66,1027.2,264.84,270.67
4/30/1995,135.2,74.27,77.376,130.72,607.45,167.87,775.32,817.29,872.44,954.77,245.2,250.81
5/1/1995,121.91,67.59,70.401,118.45,563.67,153.47,717.14,758.74,808.81,883.43,222.47,227.59
5/2/1995,110.85,62.17,64.719,108.22,521.29,140.25,661.54,701.02,746.92,815.38,202.4,207.04
5/3/1995,101.63,57.26,59.603,99.13,482.72,128.74,611.46,649,691.11,753.93,185,189.24
5/4/1995,93.52,52.73,54.907,90.97,446.8,118,564.8,602.1,640.84,699.51,169.65,173.55
5/5/1995,84.99,47.98,49.99,83.06,411.51,107.55,519.06,553.12,588.65,643.64,153.82,157.33
5/6/1995,77.91,43.59,45.407,76.61,377.73,100.33,478.06,508.37,541.13,591.37,140.55,143.72
5/7/1995,71.82,40.07,41.747,70.67,346.95,94.778,441.728,473.29,503.63,549.22,129.03,131.95
5/8/1995,83.74,43.28,45.58,85.62,342.59,96.542,439.132,471.46,511.53,565.9,147.91,149.96
5/9/1995,101.19,50.58,52.803,101.47,332.67,97.523,430.193,465.59,510.24,574.87,182.9,186.63
5/10/1995,96.24,48.82,51.011,94.7,323.19,96.216,419.406,452.15,493.94,554.74,174.57,178.72
5/11/1995,88.83,45.52,47.547,86.83,314.91,93.923,408.833,439.96,478.44,535.82,161.46,165.26
5/12/1995,82.17,42.09,44.034,80.41,303.74,90.647,394.387,424.25,460.39,514.28,149.68,153.1
5/13/1995,142.67,61.99,66.518,150.49,355.01,109.05,464.06,501.06,568.67,649.68,230.07,231.08
5/14/1995,217.68,95.71,99.597,209.84,400.52,136.79,537.31,581.84,669.09,791.4,343.12,350.57
5/15/1995,196.94,89.95,94,184.94,443.11,148.59,591.7,633.72,711.32,822.15,316.32,324.23
5/16/1995,173.96,82.12,85.769,163.5,470.11,150.74,620.85,664.31,733.69,834.1,286.01,293.03
5/17/1995,153.64,74.66,77.987,145.43,476.51,146.57,623.08,665.3,727.7,819.17,258.82,265.07
5/18/1995,136.17,67.88,70.88,129.99,468.63,139.17,607.8,648.49,704.84,788.24,234.46,240.03
5/19/1995,120.92,61.74,64.456,116.52,450.8,129.76,580.56,621.01,671.99,748.01,212.02,217.01
5/20/1995,108,55.46,57.924,105.02,426.2,119.22,545.42,582.43,628.83,699.49,191.14,195.64
5/21/1995,97.84,49.87,52.15,95.52,399.49,109,508.49,542.83,585.16,649.5,173.5,177.54
5/22/1995,90.73,46.1,48.301,88.77,379.01,103.47,482.48,516.18,555.95,614.5,161.36,164.87
5/23/1995,93.77,46.38,48.601,92.06,363.13,101.19,464.32,498.8,539.43,599.35,173,176.61
5/24/1995,87.17,44,46.03,85.01,342.58,96.968,439.548,472.86,510.41,566.68,162.86,166.72
5/25/1995,79.84,40.28,42.146,80.77,321.4,91.907,413.307,444.71,479.4,531.25,149.5,153.01
5/26/1995,74.35,37.97,39.676,76.13,312.69,89.929,402.619,430.73,466.25,515.72,140.29,143.46
5/27/1995,97.64,47.67,51.302,106.76,352,105.61,457.61,493.58,561.61,639.98,197.4,197.84
5/28/1995,208.85,96.3,99.741,204.45,413.79,157.67,571.46,630.67,775.03,958.04,472.34,476.89
5/29/1995,224.48,112.14,116.37,198,466.62,196.36,662.98,723.24,867.94,1070.9,541.79,555.51
5/30/1995,200.38,104.5,108.47,176.26,505.98,211.41,717.39,775.51,901.2,1079.7,483.53,495.89
5/31/1995,177.65,96.12,99.742,158.65,524.35,213.43,737.78,793.96,904.56,1062.4,431.06,441.78
6/1/1995,160.08,90.49,93.871,141.95,535.34,212.61,747.95,803.87,907.64,1058,393.31,402.91
6/2/1995,143.77,84.41,87.47,126.98,527.96,204.5,732.46,785.48,877.88,1013.3,364.9,373.51
6/3/1995,127.21,76.5,79.338,114.28,506.59,191.28,697.87,746.73,828.57,948.33,325.92,333.71
6/4/1995,113.42,68.71,71.273,103.69,477.09,176,653.09,698.47,771.54,878.54,290.91,297.75
6/5/1995,108.13,64.17,67.193,100.71,452.4,164.16,616.56,661.94,730.75,828.33,269,274.68
6/6/1995,124.92,70.27,73.422,120.09,453.69,165.52,619.21,667.3,743.09,853.28,288.09,294
6/7/1995,145.1,77.33,80.884,138.46,449.79,161.21,611,656.38,729.75,836.11,314.21,320.93
6/8/1995,134.15,72.98,76.131,126.76,447.4,154.52,601.92,644.77,711.87,809.24,292.67,299.77
6/9/1995,123.09,68.2,71.119,116.13,441.79,146.7,588.49,629.33,690.61,780.05,267.07,273.5
6/10/1995,120.98,65.79,68.936,115.98,432.69,138.49,571.18,609.6,666.63,750.23,249.42,255.19
6/11/1995,110.75,60.67,63.364,106.97,415.57,127.47,543.04,579.26,631.39,708.25,227.48,232.83
6/12/1995,100.35,54.77,57.228,97.59,394.78,116.38,511.16,548.2,595.62,666.53,205.32,210.13
6/13/1995,91.46,49.04,51.316,89.51,370.5,105.87,476.37,511.99,555.51,620.83,185.54,189.85
6/14/1995,83.52,44.06,46.117,82.29,344.9,98.919,443.819,477.24,517.14,576.93,167.97,171.87
6/15/1995,76.24,39.67,41.535,75.69,318.59,92.74,411.33,443.13,479.8,534.85,151.99,155.52
6/16/1995,69.76,35.59,37.292,69.78,292.47,86.532,379.002,408.98,442.77,493.54,137.87,141.05
6/17/1995,64.58,32.16,33.738,64.89,268.65,80.791,349.441,376.93,408.47,455.43,126.87,129.77
6/18/1995,59.14,28.94,30.412,60.01,250.73,75.199,325.929,350.18,379.42,422.01,115.81,118.45
6/19/1995,54.27,25.9,27.228,55.54,234.74,69.503,304.243,329.62,356.49,395.24,105.88,108.28
6/20/1995,50.02,23.36,24.572,51.57,218.71,64.09,282.8,307.34,332.51,368.86,97.13,99.32
6/21/1995,46.23,21.03,22.151,47.93,203.12,59.029,262.149,286.12,309.46,343.07,89.26,91.27
6/22/1995,43.19,19.59,20.53,44.82,195.93,57.309,253.239,277.65,301.76,338.83,88.42,90.26
6/23/1995,42.28,21.53,22.743,44.03,199.3,60.872,260.172,282.53,304.26,335.19,84.85,86.61
6/24/1995,50.58,24.85,26.378,52.51,196.56,62.06,258.62,282.1,304.68,337.13,93.55,95.36
6/25/1995,73.29,33.34,36.475,78.4,210.58,69.055,279.635,304.45,334.49,376.72,124.36,125.53
6/26/1995,152.09,59.08,64.03,163.61,242.9,82.242,325.142,356.2,401.85,463.12,213.44,216.31
6/27/1995,272.44,95.55,101.56,289.1,313.74,97.893,411.633,434.05,485.78,554.03,286.5,292.7
6/28/1995,279.22,98.36,104.86,293.16,415.96,112.65,528.61,545.76,593.86,655.16,283.12,290.04
6/29/1995,254.29,92.52,98.357,264.53,499.75,121.02,620.77,641.36,685.59,745.35,265.53,272.08
6/30/1995,221.61,83.21,88.365,230.25,547.41,121.9,669.31,695.23,736.85,794.61,242.76,248.63
7/1/1995,193.24,74.72,79.297,200.71,565.12,119.45,684.57,711.72,750.84,806.51,221.65,226.97
7/2/1995,168.96,67.2,71.237,175.89,559.78,114.35,674.13,700.93,737.52,790.53,201.62,206.4
7/3/1995,148.52,60.49,64.082,155.74,539.15,107.7,646.85,675.54,709.56,759.25,183.37,187.68
7/4/1995,134.17,55.93,59.193,140.16,522.12,106.16,628.28,656.04,691.54,743.65,173.77,177.77
7/5/1995,121.65,52.88,55.866,125.81,501.42,105.17,606.59,637.09,671.57,722.87,166.67,170.51
7/6/1995,107.96,48.41,51.112,111.85,469.52,101.35,570.87,602.41,634.31,683.24,152.24,155.83
7/7/1995,96.5,43.53,45.938,100.77,433.13,96.537,529.667,559.56,589.28,635.22,138.2,141.39
7/8/1995,87.62,39.45,41.635,91.73,398.07,91.671,489.741,516.96,544.76,587.75,127.38,130.3
7/9/1995,79.06,35.58,37.56,83.06,363.98,86.563,450.543,476.11,501.84,541.75,116.62,119.28
7/10/1995,72.11,32.03,33.841,76.01,331.16,81.308,412.468,438.88,462.83,499.63,107.59,110.03
7/11/1995,65.69,28.85,30.511,69.46,300.51,76.149,376.659,401.67,424.03,459.67,98.77,101
7/12/1995,60.13,26.12,27.626,63.89,271.88,71.024,342.904,367.87,389.3,422.83,90.86,92.9
7/13/1995,54.99,23.62,25,58.97,250.67,66.081,316.751,342.34,365.3,401.72,85.45,87.37
7/14/1995,51.5,23.22,24.512,55.34,249.98,68.287,318.267,336.61,357.41,388.63,79.49,81.09
7/15/1995,75.06,31.84,34.349,79.94,254.21,73.422,327.632,351.11,381.16,428.24,110.52,112.29
7/16/1995,73.62,33.24,35.248,77.26,251.73,74.681,326.411,347.01,375.88,420.32,108.85,111.47
7/17/1995,67.4,30.44,32.202,70.53,245.45,73.216,318.666,340.32,367.03,407.45,100.38,102.75
7/18/1995,61.93,27.73,29.324,65.19,237.09,70.98,308.07,329.89,355.09,393.29,93.07,95.23
7/19/1995,85.11,35.42,38.794,92.5,254.08,78.676,332.756,357.95,388.1,435.83,117.51,119.3
7/20/1995,90.75,40.62,43.004,93.88,260.78,79.912,340.692,364.63,392.93,436.76,128.51,131.53
7/21/1995,83.58,37.8,39.938,86.41,260.73,77.347,338.077,361.03,387.42,426.26,119.12,121.96
7/22/1995,77.77,34.97,36.939,80.12,258.88,74.884,333.764,355.57,380.61,416.92,112.13,114.79
7/23/1995,72.95,32.58,34.555,75.06,254.92,72.185,327.105,347.66,371.17,405.39,104.89,107.36
7/24/1995,71.41,31.29,33.258,73.51,250.05,69.455,319.505,341.23,363.03,394.34,98.04,100.34
7/25/1995,66.88,29.54,31.501,69.18,247.49,68.106,315.596,337.42,358.17,388.95,91.66,93.74
7/26/1995,81.49,33.38,37.143,89.2,268.4,73.096,341.496,363.14,391.19,428.71,101.53,103.11
7/27/1995,139.02,54.6,59.32,158.89,338.74,93.672,432.412,464.37,507.38,571.81,143.85,145.15
7/28/1995,207.41,76.97,82.26,235.74,382.15,104.19,486.34,512.43,563.58,633.95,197.13,201.74
7/29/1995,181.9,70.57,75.434,203.38,427.02,112.9,539.92,562.08,610.71,677.42,179.98,184.42
7/30/1995,158.22,64.36,68.714,175.82,453.25,116.31,569.56,593.7,639.27,703.9,161.49,165.45
7/31/1995,137.46,58.22,61.966,152.34,461.4,116.74,578.14,607.21,650.35,713.11,147.43,151
8/1/1995,120.24,52.83,56.144,132.34,454.06,113.86,567.92,597.42,637.51,697.37,133.82,137.05
8/2/1995,105.44,47.48,50.419,115.63,435.68,108.5,544.18,573.54,610.76,667.19,121.03,123.87
8/3/1995,94.23,43.1,45.7,102.6,414.63,104.11,518.74,548.08,582.73,635.08,111.11,113.69
8/4/1995,91.26,41.57,44.709,100.25,403.98,104.97,508.95,537.06,572.93,624.77,109.32,111.52
8/5/1995,106.27,47.85,51.566,121,416.52,115.88,532.4,562.68,609.11,675.76,137.29,139.5
8/6/1995,130.67,58.92,63.111,146.42,428.66,124.24,552.9,586.44,645.3,730.47,189.43,192.55
8/7/1995,126.95,60.81,64.332,139.85,431.4,124.73,556.13,591.08,648.55,733.3,196.62,201.47
8/8/1995,114.33,55.66,58.87,126.01,423.65,120.13,543.78,579.21,632,709.73,179.83,184.17
8/9/1995,103.81,50.77,53.698,114.37,408.96,114.14,523.1,557.46,606.23,679.19,165.41,169.37
8/10/1995,94.51,46.37,49.038,104.15,390.62,107.62,498.24,531.57,576.51,644.01,152.13,155.74
8/11/1995,86.24,42.42,44.828,95.06,369.63,102.17,471.8,503.47,544.94,607.37,140.34,143.63
8/12/1995,78.97,38.89,41.077,87,347.25,97.793,445.043,474.7,513.12,571.03,129.68,132.7
8/13/1995,74.08,37.37,39.481,81.47,337.46,96.88,434.34,462.26,500.09,556.36,121.79,124.6
8/14/1995,88.82,41.32,44.505,97.89,329.21,96.156,425.366,455.44,494.38,552.44,133.79,136.44
8/15/1995,82.43,39.68,41.921,88.37,321.98,94.629,416.609,444.32,482.05,536.83,128.46,131.39
8/16/1995,95.07,46.9,49.297,94.87,350.52,103.85,454.37,484.47,532.38,600.9,147.9,150.75
8/17/1995,87.07,46.81,49.053,85.45,341.27,103.8,445.07,477.43,522.58,590.53,143.67,147.1
8/18/1995,79.52,42.87,44.936,78.51,324.9,101.09,425.99,457.42,499.14,561.67,132.75,135.87
8/19/1995,72.97,39.13,41.022,72.44,305.49,97.446,402.936,431.86,470.64,528.98,123,125.85
8/20/1995,68.17,36.14,37.875,67.69,286.99,93.795,380.785,407.65,443.93,498.3,115.66,118.33
8/21/1995,62.88,33.41,35.022,62.52,269.48,90.001,359.481,387.39,420.87,471.16,107.3,109.79
8/22/1995,57.97,30.5,32.009,58.07,253.83,85.425,339.255,365.82,397.2,443.55,99.53,101.81
8/23/1995,53.78,27.85,29.239,54.07,240.67,80.767,321.437,347.11,376.57,419.73,92.83,94.94
8/24/1995,50.02,25.52,26.789,50.4,227.56,76.262,303.822,328.92,356.49,396.85,86.78,88.75
8/25/1995,46.18,23.41,24.57,46.76,214.1,71.655,285.755,309.98,335.75,373.44,80.56,82.39
8/26/1995,43.39,21.64,22.708,43.99,200.92,67.208,268.128,290.23,314.56,350.09,75.7,77.4
8/27/1995,40.53,20.12,21.124,41.14,189.07,63.266,252.336,272.06,294.88,328.25,70.86,72.48
8/28/1995,38.56,19.29,20.192,38.82,181.83,61.07,242.9,264.52,285.87,317.4,67.5,69.05
8/29/1995,37.16,18.98,19.9,36.79,174.88,58.837,233.717,255.98,276.94,308.28,69.88,71.36
8/30/1995,33.7,17.4,18.234,33.75,163.69,54.735,218.425,241.34,260.77,289.14,64.6,66.05
8/31/1995,31.57,15.92,16.706,31.9,152.65,50.813,203.463,226.1,244.55,272.15,61,62.36
9/1/1995,29.46,14.7,15.443,29.94,142.84,47.434,190.274,211.77,229.13,256.02,57.24,58.53
9/2/1995,27.78,13.56,14.249,28.27,133.52,44.212,177.732,197.05,213.57,239.24,54.43,55.67
9/3/1995,25.88,12.43,13.074,26.47,124.59,41.136,165.726,183.16,198.58,222.56,50.87,52.01
9/4/1995,24.26,11.43,12.012,24.93,117.19,38.662,155.852,172.27,186.68,208.71,47.69,48.75
9/5/1995,23.14,10.77,11.321,23.7,110.02,36.25,146.27,164.86,178.36,198.65,45.17,46.18
9/6/1995,25.22,11.18,12.068,26.24,107.31,35.437,142.747,161.05,174.57,195.11,45.82,46.8
9/7/1995,22.95,10.65,11.222,23.38,101.77,33.255,135.025,153.52,166.19,185.84,43.13,44.1
9/8/1995,21.6,9.8,10.325,22.12,95.86,31.281,127.141,145.03,157.01,175.28,40.59,41.49
9/9/1995,20.4,9.18,9.6671,20.97,90.39,29.776,120.166,137.15,148.53,165.92,38.27,39.13
9/10/1995,19.3,8.61,9.0702,19.87,85.73,28.308,114.038,129.33,140.11,156.6,36.13,36.94
9/11/1995,18.07,8,8.4289,18.68,81.47,26.742,108.212,124.27,134.26,150.08,34.34,35.07
