Date,r50,r85,r87,r97,r140,r148,r140148,r150,r170,r190,r211,r213
3/31/2009,74.17,38.56,40.178,68.33,254.3,76.351,330.651,357.38,393.13,443.95,140.24,143.27
4/1/2009,69.34,36.48,37.946,64.48,249.04,74.029,323.069,348.93,382.99,431.51,131.85,134.77
4/2/2009,64.13,33.83,35.204,60.33,241.31,71.145,312.455,337.8,369.63,414.91,122.41,125.12
4/3/2009,59.55,31.31,32.614,56.45,232.07,67.997,300.067,324.33,354.2,396.69,113.89,116.39
4/4/2009,55.78,29.15,30.372,53.06,222.53,64.979,287.509,310.46,338.55,378.53,106.75,109.09
4/5/2009,52.96,27.76,28.903,50.15,214.41,62.634,277.044,299.17,325.67,363.45,101.86,104.06
4/6/2009,49.58,26.03,27.115,49.65,204.56,59.598,264.158,287.01,311.89,347.14,96.63,98.72
4/7/2009,46.35,24.26,25.276,47.62,194.37,56.463,250.833,272.97,296.51,329.85,90.39,92.36
4/8/2009,43.22,22.54,23.488,44.93,183.95,53.231,237.181,258.67,280.79,311.99,84.3,86.13
4/9/2009,40.56,20.91,21.789,42.64,173.45,50.006,223.456,245.3,266.12,295.3,78.98,80.68
4/10/2009,38.01,19.36,20.185,40.45,163.05,46.868,209.918,231.14,250.93,278.87,73.86,75.45
4/11/2009,35.72,17.95,18.717,38.49,152.79,43.813,196.603,216.65,235.38,262.93,69.71,71.17
4/12/2009,33.42,16.49,17.247,36.52,142.71,40.796,183.506,202.7,220.38,246.48,65.33,66.72
4/13/2009,31.81,15.18,15.894,35.06,133.34,38.076,171.416,191.09,207.8,232.07,61.8,63.11
4/14/2009,29.9,13.96,14.648,33.31,124.58,35.57,160.15,179.76,195.67,218.96,57.94,59.17
4/15/2009,28.09,12.65,13.281,31.71,115.52,32.973,148.493,167.58,182.22,204.41,54.35,55.49
4/16/2009,26.37,11.42,12.004,30.18,106.36,30.815,137.175,155.95,170.17,190.84,50.83,51.9
4/17/2009,25.1,10.51,11.049,29.01,97.79,29.004,126.794,144.86,158.47,178.21,47.92,48.94
4/18/2009,25.27,10.04,10.773,29.15,91.42,27.698,119.118,135.69,149.22,167.97,46.68,47.53
4/19/2009,33.87,12.22,13.183,39.61,93.99,28.791,122.781,137.34,152.06,172.31,53.5,54.62
4/20/2009,32.15,12.41,13.125,37.58,93.32,28.855,122.175,138.29,152.45,171.91,50.6,51.77
4/21/2009,29.85,11.64,12.322,35.27,90.87,28.058,118.928,135.74,149.15,167.92,46.68,47.73
4/22/2009,28.16,10.69,11.32,33.64,86.74,26.653,113.393,130.16,142.92,160.67,43.77,44.73
4/23/2009,26.13,9.67,10.255,31.73,82.36,25.01,107.37,123.96,136.03,152.97,40.57,41.46
4/24/2009,25.01,8.71,9.2603,30.6,77.64,23.337,100.977,117.25,129.05,144.98,38.58,39.4
4/25/2009,38.89,12.24,13.548,42.71,91.55,28.496,120.046,135.28,155.85,181.86,68.07,68.84
4/26/2009,65.2,21.91,24.416,68.64,117.37,38.608,155.978,172.79,205.9,241.81,112.32,112.52
4/27/2009,104.37,43.11,44.856,96.78,158.39,58.694,217.084,243.5,303.02,383.65,202.01,205.93
4/28/2009,98.05,44.1,46.039,88.15,177.03,68.837,245.867,276.35,332.3,410.96,191.18,196.05
4/29/2009,95.82,43.34,45.31,85.11,194.37,75.968,270.338,300.02,351.64,423.38,180.72,184.79
4/30/2009,94.21,44.75,46.516,82.18,212.35,82.891,295.241,325.35,376.3,448.54,182.52,186.97
5/1/2009,85.82,41.82,43.539,75.81,219.08,84.925,304.005,332.97,379.48,445.08,167.74,171.78
5/2/2009,78.33,38.55,40.149,70.31,221.01,84.905,305.915,333.44,376.02,436.06,154.18,157.84
5/3/2009,71.65,35.31,36.794,65.45,218.66,83.32,301.98,328.23,367.42,422.63,142.04,145.36
5/4/2009,66.18,32.35,33.751,61.56,213.48,80.835,294.315,320.96,357.17,408.04,131.66,134.7
5/5/2009,72.47,33.68,35.559,69.41,216.17,81.657,297.827,325.98,365.13,419.49,140.66,143.22
5/6/2009,72.16,35.36,36.943,68.82,225.59,85.254,310.844,339.79,382.86,443.56,158.08,161.31
5/7/2009,68.53,36.08,37.518,65.44,231.83,88.359,320.189,349.53,393.09,456.16,157.8,161.6
5/8/2009,69.27,34.94,36.955,67.62,228.81,87.448,316.258,346.66,390.1,448.58,156.57,159.26
5/9/2009,86.23,42.71,44.551,83.77,242.28,93.93,336.21,367.99,421.46,497.47,195.47,199.76
5/10/2009,79.81,41.39,43.12,76.65,242.37,94.598,336.968,366.78,416.06,486.23,182.55,186.92
5/11/2009,74.26,38.77,40.397,71.55,240.1,93.513,333.613,363.49,408.81,474.21,169.64,173.64
5/12/2009,69.59,36.23,37.729,67.26,236.18,91.622,327.802,358.47,402.44,464.16,162.18,165.41
5/13/2009,67.06,36.31,37.688,63.95,240,93.513,333.513,365.42,414.22,486.13,182.92,186.96
5/14/2009,61.91,34.76,36.112,59.43,234.07,91.938,326.008,356.64,402.04,468.73,171.03,175.08
5/15/2009,59.36,32.59,34.103,57.44,225.22,89.126,314.346,344.53,387.59,449.85,160.58,164.22
5/16/2009,58.76,31.82,33.169,58.56,219.15,87.322,306.472,334.78,376.57,438.14,153.09,156.68
5/17/2009,54.56,29.31,30.556,54.54,209.3,83.692,292.992,319.69,358.59,415.39,142.38,145.64
5/18/2009,50.75,26.85,28.02,51.18,198.75,79.789,278.539,305.28,341.5,394.35,132.37,135.4
5/19/2009,47.31,24.41,25.484,48.16,187.11,75.422,262.532,288.41,322.34,371.86,122.95,125.73
5/20/2009,43.46,21.89,22.885,44.78,173.74,70.413,244.153,269.6,301.16,347.09,112.48,115.04
5/21/2009,42.15,20.25,21.162,43.39,161.96,66.268,228.228,252.49,282.42,325.01,106.64,109.04
5/22/2009,40.61,19.63,20.52,41.52,154.91,63.846,218.756,242.79,271.08,310.92,101.75,104.11
5/23/2009,38.79,18.94,19.787,39.42,148.81,61.475,210.285,233.18,259.81,297.34,96.18,98.41
5/24/2009,35.86,17.68,18.481,36.68,140.85,58.177,199.027,220.8,245.75,280.73,88.76,90.77
5/25/2009,33.35,15.96,16.745,34.5,130.83,54.035,184.865,206.5,229.86,263.62,82.41,84.24
5/26/2009,33.14,15.55,16.243,34.03,127.35,52.629,179.979,200.99,224.56,257.58,84.62,86.41
5/27/2009,43.55,19.82,21.273,44.4,141.65,58.712,200.362,221.22,254.61,300.13,116.18,117.76
5/28/2009,42.79,22.28,23.203,43.49,147.36,62.624,209.984,234.77,270.9,322.66,122.29,125.21
5/29/2009,39.56,20.63,21.505,40.46,141.61,61.438,203.048,228.05,261.98,309.44,113.43,116.06
5/30/2009,36.96,18.96,19.771,38.17,133.81,59.402,193.212,216.64,248.55,293.04,105.81,108.24
5/31/2009,34.63,17.28,18.054,36.15,125.22,56.924,182.144,204.64,234.59,276.53,98.93,101.18
6/1/2009,32.64,15.81,16.568,34.34,117.01,54.377,171.387,193.99,222.14,262.29,92.58,94.69
6/2/2009,31.39,14.6,15.297,33.01,110.11,52.232,162.342,186.38,212.94,250.43,87.88,89.89
6/3/2009,29.95,13.71,14.381,31.44,104.44,50.406,154.846,177.44,202.75,239.02,82.86,84.76
6/4/2009,28.04,12.67,13.307,29.54,98.26,48.165,146.425,165.48,189.37,223.95,77.21,78.98
6/5/2009,26.26,11.38,11.967,27.86,90.89,45.29,136.18,155.74,177.88,209.3,71.95,73.58
6/6/2009,34.53,13.12,14.43,36.14,96.29,47.248,143.538,159.32,183.52,215.16,81.93,83.3
6/7/2009,34.63,16.34,17.101,35.05,105.68,50.762,156.442,176.73,202.2,237.33,87.29,89.28
6/8/2009,198.58,67.82,70.782,188.83,182.07,108.57,290.64,324.33,480.13,641.36,370.05,368.95
6/9/2009,217.02,90.07,93.039,185.19,239.42,197.49,436.91,473.98,632.28,851.19,413.27,424.22
6/10/2009,184.85,83.24,85.962,155.67,308.31,241.4,549.71,582.96,712.44,893.81,356.86,366.18
6/11/2009,153.99,75.46,77.916,130.35,357.51,254.97,612.48,650.09,757.32,910.4,306.99,314.77
6/12/2009,136.07,70.25,72.932,117.44,382.52,252.64,635.16,674.86,767.96,901.01,276.19,282.17
6/13/2009,124.46,69,71.271,107.76,401.01,245.31,646.32,685.37,769.41,894.79,265.39,271.92
6/14/2009,104.87,61.43,63.422,92.8,390.59,224.96,615.55,653.05,724.84,831.28,230.78,236.22
6/15/2009,93.28,54.97,57.042,84.22,372.39,203.31,575.7,613.34,675.72,768.46,204.26,208.99
6/16/2009,94.34,54.23,56.887,88.61,370.71,190.65,561.36,596.86,654.17,737.82,191.55,195.55
6/17/2009,95.59,58.38,60.347,90.91,383.05,187.68,570.73,609.76,666.4,750.55,194.52,198.51
6/18/2009,89.38,56.02,57.851,82.17,369.69,172.91,542.6,582.98,637.88,720.7,217.67,221.95
6/19/2009,81.42,52.58,54.358,75,351.23,157.43,508.66,546.37,597.06,675.01,212.01,216.99
6/20/2009,73.35,47.57,49.252,68.42,327.18,141.48,468.66,503.52,549.32,620.14,190.7,195.18
6/21/2009,81.12,46.02,50.889,86.68,311.33,131.29,442.62,474.43,520.01,583.25,179.8,183.23
6/22/2009,203.12,58.29,64.134,282.77,335.36,131.9,467.26,497.24,546.44,622.09,208.2,212.82
6/23/2009,172.25,54.07,58.54,231.51,383.43,125.69,509.12,532.44,580.09,641.71,195.9,200
6/24/2009,160.36,60.01,63.782,200.65,442.79,130.35,573.14,602.04,653.01,725.32,193.27,197.92
6/25/2009,137.63,55.27,58.733,169.28,455,124.18,579.18,610.82,658.37,726.17,175.98,180.13
6/26/2009,118.35,49.62,52.686,144.06,446.32,116.11,562.43,593.56,637.39,701.2,159.64,163.38
6/27/2009,111.43,48.65,51.652,131.85,446.33,116.19,562.52,591.51,634.74,696.54,154.69,158.15
6/28/2009,96.42,45.3,47.867,112.68,425.04,109.44,534.48,566.29,606.44,666.71,141.02,144.29
6/29/2009,85.39,40.19,42.45,99.37,393,101.83,494.83,526.25,563.29,618.34,129.66,132.61
6/30/2009,77.55,36.64,38.672,89.1,362.59,97.213,459.803,490.27,525,576.53,121.33,124.1
7/1/2009,70.46,33.79,35.637,79.8,334.43,92.831,427.261,456.34,488.67,536.9,112.92,115.53
7/2/2009,64.01,30.92,32.622,71.83,306.21,88.089,394.299,422.05,452.09,496.92,104.65,107.06
7/3/2009,59.14,28.43,30,65.71,279.43,83.331,362.761,388.01,416.18,458.05,97.9,100.12
7/4/2009,56.82,27.64,29.251,62.15,261.16,79.828,340.988,364.09,390.97,429.79,93.99,96.17
7/5/2009,50.92,25.19,26.617,56.14,245.14,74.846,319.986,342.02,366.9,402.49,85.8,87.75
7/6/2009,46.84,22.57,23.794,51.33,227.89,69.479,297.369,319.66,342.85,375.59,79.51,81.28
7/7/2009,44.08,20.9,22.05,48.21,212.06,65.012,277.072,298.97,321.01,352.14,75.37,77.05
7/8/2009,44.56,21.29,22.564,47.83,202.99,62.736,265.726,286.47,308.53,340.62,77.71,79.39
7/9/2009,40.58,19.98,21.051,43.28,191.29,59.086,250.376,271.84,292.53,321.26,72.71,74.2
7/10/2009,46.29,24.55,25.567,45.84,199.52,62.388,261.908,292.79,328.57,386.67,159.84,161.38
7/11/2009,41.04,24.05,25.07,40.98,189.88,59.389,249.269,272.51,303.78,350.15,151.42,155.13
7/12/2009,38.67,22.21,23.157,38.93,177.64,55.861,233.501,255.85,284.84,326.56,136.8,140.11
7/13/2009,36.19,20.75,21.651,36.6,166,52.695,218.695,241.89,268.73,307.14,123.6,126.57
7/14/2009,34.48,19.45,20.332,34.69,155.05,49.784,204.834,228.1,253.27,288.82,113.28,115.66
7/15/2009,33.38,18.86,19.658,32.92,145.79,47.163,192.953,215.51,239.54,275.48,112.81,115.54
7/16/2009,30.32,16.85,17.609,30.35,133.15,43.149,176.299,198.32,220.56,253.71,100.98,103.29
7/17/2009,29.26,15.4,16.115,29.42,122.53,40.103,162.633,183.56,204.65,235.66,94.24,96.39
7/18/2009,27.69,14.38,15.078,27.87,114.18,37.948,152.128,171.66,191.47,220.81,87.1,89.12
7/19/2009,26.03,13.1,13.747,26.27,105.42,35.419,140.839,159.41,177.98,205.34,80.27,82.11
7/20/2009,24.43,11.78,12.385,24.77,96.39,32.826,129.216,148.62,165.96,191.21,74,75.68
7/21/2009,24.74,11.19,11.87,24.73,92.55,32.264,124.814,142.24,159.87,183.04,71.06,72.53
7/22/2009,23.61,11.32,11.911,23.75,99.23,36.262,135.492,153.49,171.9,201.24,73.92,75.64
7/23/2009,21.49,10.25,10.78,21.59,90.77,33.555,124.325,143.61,160.85,186.5,66.98,68.5
7/24/2009,19.92,9.14,9.6148,20.25,82.79,30.965,113.755,131.81,147.97,171.61,61.93,63.32
7/25/2009,18.68,8.13,8.5624,19.24,75.16,28.747,103.907,121.35,136.63,158.62,57.7,58.99
7/26/2009,17.4,7.2,7.6184,18.19,67.51,26.53,94.04,110.38,124.86,145.84,53.41,54.61
7/27/2009,17.88,6.6,7.2817,19.08,61.92,24.923,86.843,105.7,119.67,138.24,50.65,51.74
7/28/2009,16.64,6.52,6.9685,18.39,60.05,24.487,84.537,102.34,116.02,136.94,47.62,48.76
7/29/2009,16.11,5.82,6.3238,17.28,55.36,22.696,78.056,93.88,106.82,125.32,44.41,45.41
7/30/2009,23.2,7.62,8.9354,26.13,59.8,24.569,84.369,99.27,113.54,133.72,49.39,50.42
7/31/2009,18.1,6.79,7.3537,18.97,57.48,23.371,80.851,96.24,109.3,128.13,44.47,45.49
8/1/2009,20.23,7.13,7.9069,21.68,60.75,24.514,85.264,97.28,110.03,128.13,44.17,45.16
8/2/2009,17,6.11,6.5776,17.95,56.1,22.503,78.603,92.13,104.09,121.01,40.17,41.07
8/3/2009,15.87,5.2,5.6417,17.16,51.28,20.756,72.036,86.7,98.09,113.96,37.5,38.36
8/4/2009,14.96,4.4,4.8076,16.49,46.41,19.203,65.613,81.25,92.31,107.51,35.2,36.02
8/5/2009,14.36,3.95,4.3058,15.97,42.12,17.932,60.052,75.7,86.39,101.17,33.35,34.14
8/6/2009,14.14,3.83,4.2096,15.65,38.99,17.026,56.016,71.24,81.49,95.66,31.86,32.63
8/7/2009,19.79,5.25,6.1831,21.12,44.51,18.988,63.498,76.26,87.31,103.28,35.95,36.71
8/8/2009,16.75,5.72,6.1175,16.69,51.47,21.154,72.624,85.05,96.57,114.25,35.85,36.69
8/9/2009,15.3,5.63,5.9908,15.35,50.98,20.643,71.623,84.35,95.12,110.63,33.05,33.83
8/10/2009,14.85,5.36,5.7765,15.07,50.45,20.337,70.787,83.91,93.71,107.21,31.08,31.83
8/11/2009,13.74,5.11,5.4631,14.17,49.53,20.112,69.642,84.11,93.86,106.93,29.15,29.85
8/12/2009,12.67,4.45,4.7936,13.26,45.52,18.753,64.273,79.02,88.5,101.67,27.28,27.93
8/13/2009,12.28,3.95,4.3099,12.95,41.79,17.596,59.386,73.59,82.76,95.7,25.77,26.4
8/14/2009,11.02,3.4,3.7127,12.04,37.91,16.244,54.154,68.67,77.17,88.97,23.8,24.37
8/15/2009,11.27,2.99,3.4477,12.11,34.09,14.826,48.916,62.04,70.73,82.25,23.18,23.61
8/16/2009,15.68,4.19,5.2742,19.13,40.13,17.494,57.624,69.5,79.05,95.73,31.62,32.31
8/17/2009,11.67,3.73,4.0706,12.84,39.07,16.984,56.054,69.6,78.24,90.96,25.86,26.51
8/18/2009,10.7,3.08,3.3921,11.87,36.27,15.63,51.9,65.76,74.24,85.97,23.96,24.53
8/19/2009,23.56,5.04,7.22,25.87,40.07,16.759,56.829,70.68,80.61,93.84,34.1,34.4
8/20/2009,32.22,10.99,12.842,30.87,58.73,22.46,81.19,93.05,104.11,122.42,43.94,44.97
8/21/2009,26.93,12.09,12.935,24.17,71.76,25.421,97.181,109.95,120.92,137.14,43.64,44.74
8/22/2009,23.1,11.22,11.863,20.71,74.51,24.9,99.41,112.54,123.18,138.47,40.32,41.27
8/23/2009,20.9,10.01,10.608,19.54,73.18,23.704,96.884,109.92,120.15,134.61,38.06,38.94
8/24/2009,19.06,8.93,9.4674,18.43,69.89,22.389,92.279,106.83,116.51,130.15,35.74,36.56
8/25/2009,19.8,8.76,9.5295,19.98,67.06,21.559,88.619,103.42,112.93,126.27,34.6,35.4
8/26/2009,17.66,8.06,8.5717,17.55,64.3,20.779,85.079,100.05,109.16,122.12,32.72,33.48
8/27/2009,16.59,7.37,7.8379,16.68,60.88,19.763,80.643,95.47,104.21,116.66,30.99,31.7
8/28/2009,15.72,6.81,7.2686,16.04,57.71,18.809,76.519,90.3,98.8,110.94,29.48,30.16
8/29/2009,14.74,6.22,6.6646,15.28,54.39,17.826,72.216,84.92,93.19,104.8,27.75,28.4
8/30/2009,14.13,5.67,6.0809,14.74,51.14,16.899,68.039,80.33,88.24,99.21,26.52,27.14
8/31/2009,13.43,5.21,5.6044,14.16,48.15,16.08,64.23,76.43,84.05,94.6,25.21,25.81
9/1/2009,12.69,4.69,5.0744,13.51,44.93,15.164,60.094,73.5,80.7,90.49,23.79,24.36
9/2/2009,12.04,4.19,4.5424,12.93,41.61,14.24,55.85,66.91,74.29,84.65,22.46,23
9/3/2009,11.45,3.74,4.0732,12.43,38.62,13.441,52.061,62.7,69.38,78.48,21.37,21.88
9/4/2009,10.96,3.31,3.6375,11.98,36.01,12.715,48.725,61.04,67.38,75.77,20.44,20.93
9/5/2009,10.38,2.92,3.2205,11.48,33.42,11.985,45.405,57.46,63.83,72.41,19.39,19.86
9/6/2009,9.83,2.66,2.93,10.98,30.73,11.21,41.94,53.2,59.3,67.57,18.35,18.8
9/7/2009,9.33,2.49,2.7373,10.53,28,10.409,38.409,49.89,55.66,63.65,17.37,17.8
9/8/2009,8.83,2.34,2.5673,10.06,25.16,9.5613,34.7213,47.59,53.04,60.45,16.35,16.77
9/9/2009,8.74,2.29,2.5056,9.89,22.74,8.8676,31.6076,44.37,49.89,57.46,15.82,16.22
9/10/2009,8.33,2.22,2.4305,9.5,20.83,8.2654,29.0954,41.58,46.8,54,14.99,15.38
9/11/2009,8.01,2.11,2.3091,9.13,19.11,7.6373,26.7473,39.12,44.16,50.99,14.51,14.85
9/12/2009,7.87,2.07,2.2653,8.95,17.68,7.1959,24.8759,36.29,41.3,48.11,14.38,14.73
9/13/2009,7.54,2,2.1912,8.61,16.36,6.8351,23.1951,34.08,38.83,45.23,13.73,14.07
9/14/2009,7.21,1.9,2.0826,8.25,14.92,6.4184,21.3384,32.82,37.3,43.13,13.13,13.45
9/15/2009,6.94,1.81,1.9846,7.95,13.46,5.9857,19.4457,31.13,35.03,40.99,12.64,12.95
9/16/2009,6.79,1.76,1.9284,7.78,12.21,5.6226,17.8326,29.52,33.77,39.17,12.34,12.64
9/17/2009,6.55,1.72,1.8862,7.53,11.1,5.3131,16.4131,28.12,32.32,37.71,11.94,12.23
9/18/2009,6.3,1.65,1.8109,7.26,9.99,5.0093,14.9993,26.52,30.61,35.88,11.5,11.78
9/19/2009,6.1,1.59,1.7425,7.04,8.93,4.6933,13.6233,24.42,28.46,33.75,11.15,11.42
9/20/2009,5.84,1.52,1.6681,6.77,7.88,4.3461,12.2261,22.62,26.46,31.44,10.44,10.72
9/21/2009,8.31,1.97,2.4729,9.44,8.18,4.438,12.618,23.46,27.32,31.73,11.59,11.78
9/22/2009,7.32,2.18,2.4801,8.38,10.11,5.0708,15.1808,25.59,29.45,34.28,11.19,11.52
9/23/2009,6.47,1.86,2.0535,7.07,10.74,5.1917,15.9317,26.61,30.24,34.74,10.13,10.41
9/24/2009,6.71,1.78,1.9613,6.9,10.95,5.1567,16.1067,27.38,31.03,35.27,10.87,11.06
9/25/2009,13.9,3.1,4.4157,14.77,18.98,7.853,26.833,36.54,42.49,49.9,18.22,18.4
9/26/2009,9.07,2.68,2.9936,8.87,23.61,9.1876,32.7976,42.79,46.92,55.02,13.84,14.33
9/27/2009,7.55,2,2.214,7.09,23.39,8.4814,31.8714,42.08,45.94,51.41,11.67,11.99
9/28/2009,6.64,1.67,1.8488,6.6,21.68,7.605,29.285,41.11,44.66,49.13,10.65,10.93
9/29/2009,6.35,1.55,1.6928,6.52,19.99,6.9782,26.9682,39.45,43.11,47.66,10.27,10.52
9/30/2009,6.21,1.57,1.7086,6.52,18.76,6.5989,25.3589,37.51,41.19,45.9,10.12,10.38
10/1/2009,25.31,4.79,7.839,27.33,33.03,11.184,44.214,53.38,61.35,71.93,31.78,31.57
10/2/2009,21.83,7.43,8.4803,20.5,53.07,17.104,70.174,80.28,86.36,101.09,33.64,34.72
10/3/2009,18.22,7.17,7.6897,15.09,59.7,17.64,77.34,88.5,94.86,104.39,30.64,31.37
10/4/2009,16.2,6.91,7.3113,13.71,61.8,17.324,79.124,90.62,96.86,105.75,28.98,29.65
10/5/2009,18.15,7.21,8.1331,15.89,63.85,17.479,81.329,93.88,100.94,108.8,30.52,30.92
10/6/2009,26.46,11.25,12.449,25.38,79.3,22.126,101.426,115.23,125.19,141.47,46.6,47.56
10/7/2009,21.68,11.9,12.464,21.47,81.98,22.628,104.608,119.68,128.64,143.34,42.3,43.3
10/8/2009,20.79,11.59,12.142,21.62,83.05,22.642,105.692,120.45,129.82,144.76,43.44,44.37
10/9/2009,19.44,11.19,11.72,20.68,81.81,22.169,103.979,118.61,127.49,142.08,41.34,42.3
10/10/2009,18.48,10.49,11.006,20.15,79.19,21.427,100.617,114.57,123.27,137.4,39.63,40.52
10/11/2009,17.59,9.79,10.291,19.52,76.33,20.722,97.052,110.49,118.86,132.53,37.85,38.72
10/12/2009,17.55,9.57,10.089,19.46,75.38,20.655,96.035,109.93,118.32,131.51,38.04,38.86
10/13/2009,16.87,9.5,10.017,18.89,74.93,20.744,95.674,109.63,117.7,131.21,36.31,37.14
10/14/2009,18.37,10.18,10.968,21.03,77.18,21.507,98.687,113,121.32,135.23,37.76,38.53
10/15/2009,21.38,11.96,13.036,23.8,81.81,22.861,104.671,118.92,127.75,142.83,42.22,43.12
10/16/2009,18.68,11.86,12.401,19.99,82.54,22.758,105.298,121.72,130.08,143.67,40.13,41
10/17/2009,18.2,11.39,11.891,19.78,80.96,22.043,103.003,117.83,126.71,140.94,40.19,41
10/18/2009,18.97,11.14,11.653,21.16,78.21,21.318,99.528,113.87,123.14,137.53,42.49,43.34
10/19/2009,19.83,10.93,11.485,22.52,75.07,20.682,95.752,110.85,120.48,135.47,45.02,46.02
10/20/2009,19.51,10.44,11.006,22.24,72.48,20.214,92.694,107.65,117.15,132.21,44.22,45.26
10/21/2009,51.04,20.21,23.519,55.55,95.97,27.183,123.153,137.2,154.96,176.01,92.4,92.58
10/22/2009,60.72,32.7,35.031,61.83,131.86,38.425,170.285,189.08,212.69,248.79,130.93,133.64
10/23/2009,85.44,44.06,47.275,85.39,169.64,50.583,220.223,242.38,272.99,320.74,176.35,180.11
10/24/2009,83.17,45.85,48.445,78.2,191.87,56.548,248.418,275.8,308.75,356.88,179.94,184.11
10/25/2009,86.63,46.76,49.374,81.09,207.69,60.914,268.604,295.59,329.97,379.05,190,194.58
10/26/2009,81.52,44.79,47.262,75.65,217.95,63.576,281.526,308.51,341.13,388.17,181.34,185.82
10/27/2009,76.06,42.17,44.462,70.48,224.02,64.73,288.75,315.45,346.36,390.94,171.22,175.38
10/28/2009,75.14,40.63,43.205,70.16,228.68,65.707,294.387,318.7,347.88,390.14,165.69,169.26
10/29/2009,108.55,53.98,57.233,100.19,264.02,78.27,342.29,378.78,425.36,485.67,242.72,245.8
10/30/2009,116.34,63.36,66.527,105.5,301.02,92.944,393.964,431.26,486.2,567.42,276.22,282.92
10/31/2009,109.84,61.46,64.462,100.16,318.25,99.655,417.905,453.3,504.12,578.42,258.38,264.69
11/1/2009,101.57,57.76,60.535,92.91,324.88,102.89,427.77,462.77,510,579.2,241.18,246.92
11/2/2009,94.47,54.31,56.887,86.45,325.63,104.32,429.95,462.92,507.02,572.12,224.9,230.24
11/3/2009,88.06,51.14,53.545,80.59,322.15,104.39,426.54,459.96,501.01,561.63,209.51,214.46
11/4/2009,81.88,48.4,50.635,75.1,315.7,103.31,419.01,450.82,489.25,546.5,194.57,199.13
11/5/2009,76.21,45.21,47.296,70.27,303.96,100.83,404.79,436.24,472.22,525.76,180.71,184.9
11/6/2009,70.86,42.13,44.056,65.66,289.95,97.622,387.572,418.19,451.88,502.23,167.46,171.33
11/7/2009,65.9,39.19,40.975,61.62,274.04,93.745,367.785,396.54,428.14,475.47,154.99,158.56
11/8/2009,61.63,36.45,38.106,57.98,259.04,89.584,348.624,375.85,405.54,449.48,143.4,146.73
11/9/2009,57.87,34.02,35.564,54.64,248.01,85.469,333.479,359.76,387.96,428.96,133.37,136.45
11/10/2009,54.35,31.8,33.26,51.49,237.14,81.404,318.544,344.45,371.05,409.68,124.43,127.28
11/11/2009,51.11,29.73,31.108,48.59,226.12,77.36,303.48,328.64,353.85,390.36,116.7,119.35
11/12/2009,47.8,27.59,28.883,45.67,214.59,73.176,287.766,311.84,335.65,370.04,108.89,111.35
11/13/2009,45.17,25.63,26.832,43.34,202.99,69.05,272.04,295.25,317.82,350.29,102.27,104.57
11/14/2009,43.11,24.27,25.393,41.36,193.21,65.718,258.928,280.64,302.14,333.15,97.04,99.24
11/15/2009,40.94,23.06,24.127,39.27,183.84,62.481,246.321,267.26,287.63,316.92,91.38,93.44
11/16/2009,38.82,21.9,22.899,37.25,174.76,59.311,234.071,255.12,274.41,302.03,86.06,88
11/17/2009,36.88,20.78,21.725,35.44,165.98,56.246,222.226,244.26,262.56,288.66,81.35,83.17
11/18/2009,35.24,19.84,20.737,33.84,158.05,53.506,211.556,233.13,250.7,276.04,77.29,79.01
11/19/2009,33.62,19.02,19.874,32.23,150.98,51.04,202.02,218.22,235.32,261.48,73.34,74.97
11/20/2009,31.85,18.19,18.992,30.57,143.97,48.526,192.496,211.02,226.58,249.23,69.23,70.77
11/21/2009,30.22,17.24,18.006,29.11,136.78,45.945,182.725,202.02,217.23,239.79,65.51,66.96
11/22/2009,28.67,16.31,17.046,27.72,129.94,43.54,173.48,192.17,206.64,228.11,62,63.36
11/23/2009,27.49,15.6,16.297,26.59,124.54,41.75,166.29,185.2,198.99,219.17,59.12,60.42
11/24/2009,47.58,21.44,23.093,43.17,123.74,40.919,164.659,183.73,199.14,220.33,74.42,75.44
11/25/2009,51.24,25.11,26.35,46.61,127.03,40.513,167.543,185.42,200.96,223.03,80.69,82.56
11/26/2009,48.56,24.05,25.228,44.12,130.13,39.419,169.549,186.19,201.42,223.49,76.77,78.54
11/27/2009,45.68,22.67,23.743,41.51,131.42,37.838,169.258,185.55,200.11,222.23,72.6,74.26
11/28/2009,43.35,21.54,22.552,39.41,131.78,36.407,168.187,184.31,198.3,219.77,69.03,70.6
11/29/2009,41.42,20.65,21.601,37.44,131.14,35.026,166.166,182.38,195.82,216.57,65.74,67.23
11/30/2009,39.24,19.65,20.547,35.48,129.29,33.525,162.815,180.12,192.94,212.84,62.38,63.79
12/1/2009,37.24,18.67,19.514,36.19,126.56,32.094,158.654,175.88,188.24,206.87,59.23,60.55
12/2/2009,35.36,17.71,18.516,35.44,123.39,30.957,154.347,171.39,183.27,200.27,56.49,57.74
12/3/2009,34.03,16.94,17.736,34.12,120.66,30.037,150.697,167.1,178.54,194.9,54.31,55.53
12/4/2009,32.31,16.18,16.938,32.62,118.15,29.209,147.359,163.86,174.81,190.36,51.8,52.95
12/5/2009,30.75,15.42,16.132,31.29,115.06,28.278,143.338,158.83,169.47,184.8,49.48,50.58
12/6/2009,29.35,14.74,15.422,27.58,111.93,27.408,139.338,154.39,164.56,179.11,47.34,48.38
12/7/2009,28.06,14.13,14.786,25.64,108.68,26.593,135.273,151.17,160.89,174.64,45.33,46.33
